,name (zolpidem),similarity (zolpidem),name (eszopiclone),similarity (eszopiclone),name (zaleplon),similarity (zaleplon),name (trazodone),similarity (trazodone),name (amitriptyline),similarity (amitriptyline),name (mirtazapine),similarity (mirtazapine),name (doxepin),similarity (doxepin),name (lorazepam),similarity (lorazepam),name (clonazepam),similarity (clonazepam),name (temazepam),similarity (temazepam),name (triazolam),similarity (triazolam),name (melatonin),similarity (melatonin),name (atorvastatin),similarity (atorvastatin)
121,flunitrazepam/clonidine,0.7863430380821228,larazepam,0.7604658007621765,cloxazolam,0.7587972283363342,clorazepam,0.8122677803039551,1-chloro-amitriptyline,0.8211475610733032,s-venlafaxine,0.8329994678497314,sertraline/clonazepam,0.7946280241012573,ripazepam,0.7745336890220642,flurazepam's,0.8085306286811829,prazepam.,0.8047739267349243,flumazepil,0.7937620878219604,melatonin-associated,0.754375696182251,simivastatin,0.8619351387023926
122,bezodiazepine,0.78581303358078,venlafaxine-mirtazapine,0.7603462934494019,paroxetine-diazepam,0.7578758001327515,fluvoxamin,0.812083899974823,*mirtazapine,0.8209804892539978,ho-nefazodone,0.8323448896408081,olanzepine,0.7945486903190613,meperidine/diazepam,0.774336576461792,zopiclon,0.8082047700881958,ketazolam,0.8038597106933594,*midazolam,0.7936625480651855,125i-melatonin,0.7527177333831787,amlodipine-lovastatin,0.8617889285087585
123,post-lorazepam,0.7857472896575928,ziprasidone,0.7602695226669312,nordazepam,0.7576849460601807,-sertraline,0.8117691874504089,imipramine's,0.820190966129303,quetiapine-xr,0.8312094211578369,e-10-oh-nortriptyline,0.7944562435150146,mg/oxycodone,0.7740366458892822,topiramate,0.8079943656921387,lorazepam/haloperidol,0.8029617071151733,flunitrazepam's,0.7934993505477905,melatonin-insulin,0.7522997856140137,-simvastatin,0.861632227897644
124,flunitrazepan,0.7855544090270996,prazepam,0.7600517272949219,buspirone,0.7571753263473511,venalafaxine,0.8114205598831177,carbamazepine/mianserin,0.8199496865272522,clozapine-olanzapine,0.8311091661453247,amitriptyrine,0.7944527864456177,flumazepil,0.7738075256347656,amitriptylline,0.8076757788658142,desalkylgidazepam,0.8029406070709229,diazepam-droperidol,0.7934454083442688,melatonin-supplemented,0.7506991624832153,simvastatin/day,0.8612987399101257
125,medazepam,0.7855185270309448,quetiapine,0.7598806023597717,nordiazepam,0.7568619251251221,amitriptiline,0.8107984066009521,loxapine,0.81982421875,arpiprazole,0.8308590054512024,clocapramine,0.7943851947784424,micazolam,0.7737762928009033,alprazolam/escitalopram,0.8075299263000488,ketamine/flunitrazepam,0.802862286567688,hydazepam,0.7931146621704102,melatonin-stimulated,0.7500308752059937,vastatin,0.8604046106338501
126,d4-trazodone,0.7849923372268677,-zolpidem,0.7596879601478577,s-modafinil,0.756671667098999,carbamezapine,0.8107566237449646,paroxetine-alprazolam,0.8197906613349915,quietiapine,0.8303900361061096,amitriptyline-like,0.7943268418312073,lorazepam-dependent,0.773137629032135,nitrazepam/flunitrazepam,0.8063825964927673,medazolam,0.8022986650466919,chlordiazepam,0.7929718494415283,melatonin-sensitive,0.7482036352157593,/lovastatin,0.8596851825714111
127,traizolam,0.7849920988082886,zolpidem's,0.7587149143218994,nefazodone,0.7557812929153442,-nortriptyline,0.8107056021690369,2-oh-imipramine/imipramine,0.8196754455566406,essitalopram,0.8303038477897644,melipramine,0.7941226959228516,acepromazine-hydromorphone,0.7727425694465637,flubromazepam,0.8056442141532898,patientlorazepam,0.8017407655715942,'midazolam,0.7928898334503174,melatonin-injected,0.7473978400230408,cerivastatin,0.8588516712188721
128,alprazolam/escitalopram,0.784940242767334,oxcarbazepine-etodolac,0.7584577202796936,loxapine,0.7554617524147034,notriptyline,0.8106629848480225,amytriptylline,0.8194934129714966,risperidone/9-oh-risperidone,0.8300546407699585,sertraline,0.7940319776535034,diphenhydramin,0.7726190686225891,elfazepam,0.8055309057235718,oxazepam-d5,0.8016530275344849,alpha-oh-alprazolam,0.7922741174697876,melatonin/hypothermia,0.7457064390182495,pravastatin/day,0.8587618470191956
129,quazepam's,0.7843055725097656,eslicarbazepine,0.7582269310951233,clozepam,0.7551833987236023,amytriptylline,0.8105239272117615,pindolol+fluoxetine,0.8192245960235596,-escitalopram,0.8298629522323608,flupentixole,0.7938397526741028,diazepam-meperidine,0.7726069688796997,etiracetam,0.8054867386817932,zopiclone's,0.8007221221923828,r-zopiclone,0.7918302416801453,melatonin-membrane,0.7392826080322266,simavastatin,0.8587164878845215
130,premazepam,0.7842538356781006,caffeine/modafinil,0.7582002878189087,n-desalkylquetiapine/quetiapine,0.7548987865447998,citalopram/escitalopram,0.8104119300842285,metiapine,0.8188589215278625,clozapine-aripiprazole,0.8290596008300781,methaqualone/diphenhydramine,0.7936685681343079,temazepam's,0.7722704410552979,methylclonazepam,0.8053313493728638,oxymorphone-diazepam,0.8002989888191223,ketazolam,0.7915847897529602,melatonin/hpbetacd,0.7392130494117737,lavastatin,0.8586771488189697
131,flutoprazepam,0.7840849757194519,desmethylzopiclone,0.7577552795410156,/lorazepam,0.7548786401748657,clonazepame,0.8100597858428955,r-venlafaxine,0.8187248706817627,demethylmirtazapine,0.8290156126022339,enpiprazole,0.793610692024231,medazolam,0.7720854878425598,zopiclone,0.8052900433540344,flunitrazepam,0.8002657294273376,/lorazepam,0.7915427684783936,iodo-melatonin,0.737845242023468,ezetimibe,0.8581578135490417
132,benzodiazepams,0.7838432788848877,nabilone,0.7577335834503174,gaboxadol,0.7546672821044922,amitriptyline/day,0.810035765171051,amitriptyline-associated,0.8185125589370728,1.paroxetine,0.8286980986595154,paroxetin,0.7935155630111694,diazepam/,0.7720675468444824,sonepiprazole,0.8052124977111816,chlorazepate,0.8002219200134277,bromazepam.,0.7912873029708862,2-125i-melatonin,0.7368088364601135,simvastatin's,0.8561252355575562
133,ketamine/flunitrazepam,0.782945990562439,edivoxetine,0.7572781443595886,zolpidem5mg,0.7545557618141174,-lorazepam,0.8099051713943481,*fluoxetine,0.8183596134185791,tianeptine,0.8284226655960083,imipramine-desipramine,0.7933839559555054,alprazolam8,0.7719677686691284,clotiazepam,0.8051990270614624,zaleplon,0.7999672293663025,oh-midazolam,0.7912198305130005,melatonin-containing,0.7359939813613892,atorvastatin-derived,0.8556751608848572
134,methadone/benzodiazepine,0.7828528881072998,risperidone-quetiapine,0.7571300864219666,oxazolam,0.7541558146476746,nortryptyline,0.8095706105232239,scitalopram,0.818170428276062,sertraline's,0.8280622363090515,hippramine,0.7932087182998657,*diphenhydramine,0.7718832492828369,flunitrazepam/clonidine,0.804919421672821,paroxetine-alprazolam,0.7998656630516052,+midazolam,0.7909255623817444,6-sulphatoxy-melatonin,0.7336169481277466,-pravastatin,0.8555916547775269
135,benzodiazepines/z-drugs,0.7828152775764465,demethylmirtazapine/mirtazapine,0.7564355731010437,flunitrazepan,0.7539776563644409,amitiptyline,0.8090322017669678,*trazodone,0.8179833889007568,clozapine/olanzapine,0.8278466463088989,zotepine,0.7931906580924988,flubromazepam,0.7718122005462646,premazepam,0.8048781752586365,cinolazepam,0.7996034622192383,fosazepam,0.7906509637832642,melatonin-treated,0.7314180731773376,simvastatin-based,0.8555004596710205
136,oxazepam,0.7825517058372498,loazepam,0.7557758092880249,benzodiazepine/z-drug,0.7537801265716553,clorimipramine,0.8088250160217285,meclobemide,0.8179705739021301,escitalopram-,0.8276466131210327,amytriptylline,0.7931883335113525,halazepam,0.77132648229599,carbamazepine/mianserin,0.8042372465133667,methaqualone/diphenhydramine,0.7991428971290588,loflazepate,0.7903834581375122,ir-melatonin-normal,0.7303376793861389,simvastatin-only,0.8549903631210327
137,zolpidem-related,0.7821100354194641,pimavanserin,0.7556078433990479,desethyl-zaleplon,0.7534528970718384,doxapine,0.8087284564971924,fenpipramide,0.8170557022094727,bupropion,0.8267122507095337,d-trimipramine,0.792925238609314,hydromorphone/,0.7710829377174377,oxcarbamazepine,0.8039366006851196,14c-loprazolam,0.7984730005264282,norchlordiazepoxide,0.7891596555709839,iodomelatonin,0.7302376627922058,pravastatin-,0.8549180626869202
138,benzodiazepines/z-hypnotics,0.7819949388504028,flueoxetine,0.7550528049468994,clonazepam-,0.7533594369888306,nortriptylin,0.80806964635849,chlonazepam,0.8169546723365784,cytalopram,0.8265548944473267,viloxazine,0.7925031781196594,lopirazepame,0.7709910869598389,11.gabapentin,0.8037734627723694,alprazolam's,0.7977741956710815,1-oh-midazolam,0.788886308670044,melatonin-binding,0.7294921875,no-pravastatin,0.8544601202011108
139,modafinil/armodafinil,0.7818429470062256,aripiprazole-d8,0.7547420859336853,nonbenzodiazepines,0.7529665231704712,chlomipramine,0.8079885840415955,femoxetine,0.8160091638565063,odv/venlafaxine,0.8256158828735352,maroxepine,0.7924151420593262,*hydromorphone,0.7707998752593994,carbazepine,0.8033851981163025,lorapzepam,0.7977606654167175,zolpidem's,0.7886013984680176,insulin-melatonin,0.7287337779998779,simvastatin-fed,0.8541842699050903
140,flunitrazolam,0.7815276384353638,mitazapine,0.754600465297699,lorazepam/diazepam,0.7524592876434326,olanzepine,0.8076366186141968,amitryptylline,0.8159605264663696,lamotrigine,0.8253695964813232,chlorimipramine,0.7921819686889648,8hydromorphone,0.7702187299728394,fluorazepam,0.8030829429626465,d-oxazepam,0.7960669994354248,prnlorazepam,0.788164496421814,melatonin-deficient,0.7260279655456543,fenofibrate/ezetimibe,0.8540512919425964
141,metizolam,0.7813843488693237,venlafaxine,0.754108726978302,blonanserin,0.7521394491195679,peroxetine,0.8068661093711853,moclobemide-citalopram,0.8159252405166626,reboxetine,0.8253202438354492,orphenadrine,0.7919935584068298,estazolam,0.7699583768844604,16.levetiracetam,0.8028547763824463,traizolam,0.7959556579589844,chlonazepam,0.7872048020362854,melatonin-calmodulin,0.7236757874488831,simvastatin-acid,0.853968620300293
142,benzodiazepine/z-drug,0.7809877395629883,cia+quetiapine,0.7540708780288696,clonazolam,0.7518678307533264,clonazepam's,0.8068439960479736,fluvoxamin,0.8157150745391846,clozapine/risperidone,0.8253079652786255,alprazolam/escitalopram,0.7919303178787231,fentanyl/diazepam,0.7699167132377625,*gabapentin,0.8026993274688721,flurazepam's,0.7953368425369263,oh-nefazodone,0.7870820164680481,melatonin-synthesizing,0.723558783531189,fluvastatine,0.8537471294403076
143,o/n-trazodone,0.7807901501655579,-risperidone,0.7540152668952942,clonazepam's,0.7510925531387329,-buspirone,0.8068141937255859,tranylcypramine,0.8154107332229614,'risperidone,0.8251895308494568,lopramide,0.7913163900375366,w/diazepam,0.769816517829895,nefazadone,0.8025256395339966,alprozolam,0.7949013710021973,diazepam/ketamine,0.7869468927383423,n-acetylserotonin,0.7233747243881226,statins/ezetimibe,0.8533643484115601
144,s-temazepam,0.7807610630989075,flutoprazepam,0.7539442777633667,midozolam,0.7510358095169067,d7-nefazodone,0.8067315816879272,amitriptyline-treated,0.8153067231178284,quetiapin,0.8250402212142944,8-hydroxyclomipramine,0.7910991907119751,meperidine-diazepam,0.7696858644485474,tramadol-gabapentin,0.8022707104682922,clonazepam's,0.7948803901672363,diazepam/tramadol,0.7869461178779602,6-methoxymelatonin,0.7233519554138184,no-fluvastatin,0.8528428673744202
145,loprazolam,0.7793383002281189,pre-aripiprazole,0.7534466981887817,oxymorphone-diazepam,0.7504212856292725,tranzodone,0.806262731552124,duloxetine,0.8151727914810181,r-fluoxetine,0.8248512148857117,moclobemide-clomipramine,0.7909837365150452,diphenhydramine,0.7693414092063904,loprazolam,0.8019965291023254,flutazolam,0.7946847677230835,chlordiazepoxide.hcl,0.7868146896362305,6-chloromelatonin,0.7218409776687622,placebo/atorvastatin,0.8526536226272583
146,normirtazapine,0.7787619829177856,risperidone/9-oh-risperidone,0.7531877160072327,rrazodone,0.7498323917388916,maprotiline,0.8060782551765442,non-paroxetine,0.8151630163192749,aripiprazol,0.824582040309906,amitryptiline,0.7907049655914307,-levetiracetam,0.7692949771881104,quietiapine,0.8015452027320862,trazodone,0.794497013092041,norflunitrazepam,0.7866654992103577,6-sulfatoximelatonin,0.7199746370315552,fluvastatin-bezafibrate,0.8524336814880371
147,metaclazepam,0.7777806520462036,quietiapine,0.7528706789016724,hydazepam,0.7493859529495239,6.lorazepam,0.8052005171775818,amitryptiline,0.8147517442703247,n-desalkylquetiapine/quetiapine,0.8245230913162231,dextromethorphan-quinidine,0.7906162142753601,ketamine/flunitrazepam,0.7691275477409363,oxcarbazepine-etodolac,0.8014755249023438,clonazepam-,0.7943075895309448,4-oh-midazolam,0.7855265140533447,melatonin/placebo,0.7176057696342468,symvastatin,0.8520504236221313
148,'benzodiazepine,0.7774295210838318,-olanzapine,0.7524920105934143,n-1-desalkylflurazepam,0.7484120726585388,-risperidone,0.805079460144043,sonepiprazole,0.8146392703056335,r-citalopram,0.8241103887557983,fluvoxamin,0.7904762625694275,lorazepam-trained,0.7688367962837219,patientlorazepam,0.8012309074401855,diazepam-droperidol,0.794077455997467,tetrazepam,0.7844482660293579,6-fluoromelatonin,0.7149614095687866,nitropravastatin,0.8517404794692993
149,elfazepam,0.7773565053939819,'ziprasidone,0.7523716688156128,sulazepam,0.7480255365371704,ecitalopram,0.8049931526184082,ho-nefazodone,0.8145028352737427,amisulpride,0.8240627646446228,ropizine,0.7902413606643677,prchlorperazine,0.7686415910720825,nordiazepam,0.8011758923530579,sertraline/clonazepam,0.7935922145843506,chlordiazepoxide-amphetamine,0.7841314077377319,melatonin-responsive,0.7147737741470337,simvastatin.,0.8512517213821411
150,pinazepam,0.7770248651504517,flurazepame,0.7518442869186401,desalkyl-flurazepam,0.7479297518730164,mepiprazole,0.8049620389938354,fenipramide,0.8142454028129578,'ziprasidone,0.8233903050422668,anti-nortriptyline,0.7901628017425537,midazolam-droperidol,0.768602728843689,gabapentin-scopolamine,0.8011501431465149,non-diazepam,0.7934895753860474,lorazepam/haloperidol,0.7837334275245667,malondialdehyde/melatonin,0.7144806385040283,rivastatin,0.8510786294937134
151,fludiazepam,0.7767459154129028,clonazepame,0.7518291473388672,desalkylprazepam,0.7468880414962769,nortiptyline,0.8043126463890076,ecitalopram,0.8139070272445679,flueoxetine,0.8231149911880493,astemizole-pseudoephedrine,0.7898085117340088,cinazepam,0.7680361270904541,alprazolam's,0.8007537126541138,s-oxazepam,0.793480634689331,*diazepam,0.7832785248756409,6-hydroxymelatonin,0.7136130332946777,statin-ezetimibe,0.8507887125015259
152,tiagabine,0.7767447233200073,tazepam,0.7517074346542358,normirtazapine,0.7468678951263428,s-venlafaxine,0.8042705655097961,imipramine-hcl,0.8136388063430786,oxcarbazapine,0.8228909373283386,*alprazolam,0.7894328832626343,prochlorperazine,0.7679486274719238,valproate+quetiapine,0.8006649613380432,zolpidem5mg,0.7932952642440796,flunitrazepan,0.7830678820610046,melatonin-secreting,0.7135881781578064,pitavastatins,0.8499673008918762
153,clozepam,0.7763074636459351,methylphenidate/dexmethylphenidate,0.7514348030090332,bensodiazepine,0.7467722296714783,oxycodone-gabapentin,0.8041747808456421,mitazapine,0.8135148286819458,paroxetine-mszrt,0.8225235939025879,chlorpheniramine-hydrocodone,0.7890340685844421,hydroxyzine,0.7675544619560242,normirtazapine,0.8000433444976807,midozolam,0.7917203903198242,adinazolam-sr,0.7827567458152771,melatonin-mitochondria,0.713234007358551,lxr-1.5/simvastatin,0.8488860130310059
154,lorazepam-based,0.7761434316635132,ropinirole,0.7508050203323364,non-zolpidem,0.746645450592041,-clonazepam,0.8040733337402344,amitriptyline-mediated,0.8133678436279297,amytriptyline,0.8223152160644531,citalopram,0.7889449596405029,oxcarbizine,0.7673296332359314,carbemazepine,0.7999238967895508,eszopiclone,0.7915569543838501,flunitrazepam.,0.7823003530502319,6-hydroxylmelatonin,0.7128146886825562,ezetimibe-statin,0.848206639289856
155,clonazepan,0.7755319476127625,clobazam,0.7505505681037903,norquetiapine,0.7465687990188599,trazodone-related,0.8034259676933289,clonazepam,0.813221275806427,ifoxetine,0.822283923625946,chlordesipramine,0.7889071702957153,lorazepam-containing,0.7673112750053406,metaclazepam,0.7999218106269836,quazepam's,0.791379988193512,chordiazepoxide,0.7819236516952515,6-hydroxy-melatonin,0.7100224494934082,atorvastatin-treated,0.8465487957000732
156,non-benzodiazepine,0.7751814723014832,clorazepam,0.7505329847335815,bretazenil,0.7465662956237793,vilazodone,0.8034104108810425,s-venlafaxine,0.8128538131713867,escitalopram's,0.8222637176513672,r-cetirizine,0.7888280153274536,tpm/oxycodone,0.767059326171875,donazepil,0.7995966672897339,nitrazolam,0.7912806272506714,ketamine/flunitrazepam,0.7819185853004456,6-sulfatoxymelatonin,0.7098064422607422,simvastatin-monotherapy,0.8463770151138306
157,-trazodone,0.7748963236808777,conazepam,0.7504394054412842,-lorazepam,0.7464956641197205,n-desalkylquetiapine/quetiapine,0.8029642105102539,prozapine,0.8124731779098511,fluoxetine-maoi,0.8220175504684448,dexchlorpheniramine,0.7887972593307495,olanzepine,0.7669631838798523,tamazepam,0.7989263534545898,r-zopiclone,0.7912546396255493,alprozolam,0.7817940711975098,luzindole,0.7096878290176392,+lovastatin,0.8441877365112305
158,benzodiazepine-1,0.7748812437057495,-mirtazapine,0.7502161860466003,desalkylhalazepam,0.7463841438293457,metoprolol-paroxetine/fluoxetine,0.8026965856552124,venlafaxine-quetiapine,0.8117971420288086,esreboxetine,0.8220122456550598,desmethyl-levomepromazine,0.7886795401573181,oxymorphone-diazepam,0.7664982676506042,clonazepam-loaded,0.7986071109771729,diazepam-meperidine,0.790901780128479,zolpidem-mr,0.7816791534423828,n-acetylserotonine,0.708134114742279,avastatin,0.8439734578132629
159,esmirtazapine,0.7748416662216187,olanzapine/reboxetine,0.7500773668289185,oxcabazepine,0.7460202574729919,h-paroxetine,0.8023396730422974,mianserine,0.8116679191589355,ee+fluoxetine,0.8214339017868042,cyclobenzeprine,0.788554310798645,midazolam/tramadol,0.7663607597351074,ripazepam,0.7985572218894958,adinazolam,0.790869951248169,midazolam-diphenhydramine,0.7815635800361633,melatonin-producing,0.7080117464065552,atorva,0.8426635265350342
160,zolpidem-induced,0.774772047996521,reboxetine,0.749859631061554,flunitrazepam,0.7459842562675476,loxapine,0.8023335933685303,carbamezapine,0.811488151550293,venlafaxine-,0.8213904500007629,olazapine,0.7885507941246033,risperidol,0.7663593292236328,diazepam-droperidol,0.798270046710968,phenazepam,0.7906177043914795,lopirazepam,0.7814640402793884,n-acetylserotonin/5-hydroxytryptophol,0.7079514265060425,pravastatin's,0.8416274189949036
161,hydazepam,0.774763822555542,methylphenidate-placebo,0.749832034111023,benzodiazepam,0.7459389567375183,amitriptyline-,0.8017544746398926,levomepromazine,0.8113319873809814,paroxetine-diazepam,0.8212394714355469,cetirizine,0.788295567035675,benzodiazepam,0.7661384344100952,amytriptylline,0.7982664704322815,flunitrazepam/clonidine,0.7900746464729309,zolpidem-er,0.780903160572052,melatonin-pretreated,0.7077381610870361,atorvastain,0.8415864706039429
162,benzodiazepine/bdzra,0.7744697332382202,fluoxetine-naltrexone,0.7495285272598267,mirtazepine,0.7457083463668823,perphenazine-amitriptyline,0.801328182220459,'quetiapine,0.8112465143203735,oh-nefazodone,0.8211889266967773,pitrazepine,0.7882260084152222,lorazepam-controlled,0.765666663646698,3-m-gabapentin,0.7974246740341187,temezepam,0.7900266647338867,clonazepame,0.7806887626647949,melatonin-implanted,0.7073230147361755,simvastatin-sodium,0.8407241106033325
163,doxefazepam,0.7737765312194824,dronabinol,0.7494580745697021,etazepine,0.745299220085144,fluvoxamine-clozapine,0.8012369275093079,demethylmirtazapine/mirtazapine,0.810978353023529,asenapine,0.8211431503295898,astemizole,0.7881649732589722,nefazadone,0.7655239105224609,diclazepam,0.7973358631134033,temazepam-glucuronide,0.7897293567657471,6.lorazepam,0.7802737951278687,n-acetyl-5-methoxytryptamine,0.7063100934028625,mg/ezetimibe,0.8403907418251038
164,benzodiazepine1,0.7734514474868774,s-temazepam,0.7493088245391846,paroxetine-alprazolam,0.7452529668807983,mianserin,0.8005774617195129,cyclobenzaprine,0.8109334707260132,moclobemide-citalopram,0.8203792572021484,-cetirizine,0.7880599498748779,versed2.5/hydromorphone,0.7654510140419006,morphine/lorazepam,0.7971858978271484,lorazepa,0.7896612286567688,diazepam/,0.779991626739502,2-chloromelatonin,0.7049469947814941,statin-gemfibrozil,0.8395448327064514
165,benzodiazepines,0.7731335163116455,r-cetirizine,0.7489558458328247,diazepam,0.74504554271698,*gabapentin,0.800443172454834,peroxetine,0.8106252551078796,rs-citalopram,0.8201221227645874,h-paroxetine,0.7879786491394043,mirtazepine,0.7653394341468811,-gabapentin,0.7968453168869019,apozepam,0.7881526350975037,eszopiclone's,0.779880166053772,toluene/melatonin,0.7037411332130432,statin/ezetimibe,0.8393542170524597
166,*mirtazapine,0.7728266716003418,*quetiapine,0.7487865686416626,nitrazepame,0.7447935342788696,carbemazepine,0.8004175424575806,citalopram's,0.8104647397994995,omiprazole,0.8200000524520874,doxasozine,0.7879403829574585,flurazepame,0.7653083801269531,temazepam's,0.7967562079429626,alpha-oh-alprazolam,0.788045346736908,1'-hydroxytriazolam,0.779755711555481,hyperthyroidism+melatonin,0.703559160232544,-fluvastatin,0.8385971784591675
167,benzodiazepine,0.7724078297615051,risperidone,0.7487843036651611,desmethylzopiclone,0.7443805932998657,imipramine/desipramine,0.8001012802124023,hippramine,0.810375988483429,pre-aripiprazole,0.8191055655479431,dextromethorphan/quinidine,0.7877393960952759,nitrazepam/flunitrazepam,0.7648988366127014,tempazepam,0.796587347984314,diazepam-phenytoin,0.787234902381897,midazolam/1'-hydroxymidazolam,0.7796028256416321,3-hydroxymelatonin,0.6998454928398132,er/lovastatin,0.8384944200515747
168,nitrazepame,0.7720721364021301,klonazepam,0.74872887134552,benzodiazepines/hypnotics,0.7443674802780151,norquetiapine,0.7997069358825684,quinpramine,0.8100661635398865,ariprazole,0.818990170955658,diphenidine,0.7876642346382141,midazolam/hydroxyzine,0.7647843956947327,clonazepam-treated,0.7964730858802795,meperidine/diazepam,0.7871969938278198,postmidazolam,0.7795342206954956,4-hydroxymelatonin,0.698488712310791,simvastatin-treatment,0.8383665084838867
169,-flunitrazepam,0.7716504335403442,clonazepan,0.7485917210578918,indiplon,0.7442702054977417,azipramine,0.7993025779724121,desipramine's,0.809981644153595,chlozapine,0.8188257217407227,venlafaxine-mirtazapine,0.7871982455253601,ativan/midazolam,0.7645491361618042,benzodiazepam,0.7964664101600647,dextromepromazine,0.7868770360946655,midazolam-flumazenil,0.7788169384002686,6-sulfatoxy-melatonin,0.6984639167785645,atorvaststin,0.8382061719894409
170,brotizolam,0.7714572548866272,trazodone,0.7483742833137512,demoxepam,0.7437276840209961,ziprasodone,0.7992156147956848,fenazepam,0.8098372220993042,s-citalopram,0.818253219127655,chlonazepam,0.7870944738388062,*prochlorperazine,0.764417290687561,fluvoxamine,0.7958832383155823,f/d/diazepam,0.7867943644523621,1-oh-midazolam/midazolam,0.7784751057624817,circadin,0.6978998780250549,atorvastatin-mediated,0.8381627798080444
171,benzodiazepine-naive,0.7710766792297363,-clonazepam,0.7483214139938354,d-modafinil,0.7433757781982422,fenazepam,0.7988033890724182,chlorpromazine-imipramine,0.8098024129867554,non-aripiprazole,0.8182069063186646,trifluperidol,0.7869471311569214,olanzaprine,0.7643188238143921,primidone,0.7957072257995605,madazolam,0.7863841652870178,midazolam,0.7781335115432739,2-bromomelatonin,0.6969994306564331,ezetimibe/statin,0.8379372358322144
172,ketamine-flunitrazepam,0.7700259685516357,olanzapine-fluoxetine,0.748035192489624,sedative-hypnotics,0.7430643439292908,lorazepam/haloperidol,0.7986940741539001,cyan-imipramine,0.8097046613693237,cyclobenzaprine,0.8177006244659424,clzapine,0.7869128584861755,amitriptyline/haloperidol,0.7642703652381897,alprazolam-,0.7952901721000671,-oxazepam,0.7862719297409058,dextromepromazine,0.7776095867156982,n-nitrosomelatonin,0.6967819333076477,atorvastatin-induced,0.837449312210083
173,bensodiazepine,0.7696869373321533,non-aripiprazole,0.7479819655418396,vilazodone,0.7430566549301147,cytalopram,0.7983533143997192,cipramil,0.8096287250518799,d7-nefazodone,0.81755530834198,tiramine,0.7868961095809937,oxycodoneacetaminophen,0.7641080021858215,diphenhydramine25-50mg,0.7952678203582764,meperidine-diazepam,0.7856027483940125,diazepam's,0.7774898409843445,2-iodomelatonin,0.6963226795196533,placebo/rosuvastatin,0.8374277949333191
174,benzodiazepines/hypnotics,0.7695832252502441,adinazolam,0.7478696703910828,benzodiazepams,0.7429008483886719,citalopram-,0.7983097434043884,-venlafaxine,0.8096073865890503,-clozapine,0.8174066543579102,clonazepam,0.7865972518920898,phenytoin/midazolam,0.7638171911239624,felbamate,0.7951334118843079,diazepam/,0.7852979302406311,-lorazepam,0.7773219347000122,5-methoxytryptophol,0.696302056312561,simvastatin-cholestyramine,0.8371199369430542
175,temazepan,0.769541323184967,citalopram/escitalopram/sertraline,0.7477161288261414,bezodiazepines,0.7421821355819702,clorazepate,0.7980747222900391,etodroxizine,0.8095407485961914,clozapine-risperidone,0.8171738386154175,amitriptyline/desmopressin,0.7864601612091064,acetaminophen/oxycodone,0.7637531757354736,*mirtazapine,0.7950644493103027,diazepam/methadone,0.7846935987472534,diazepam-phenytoin,0.7773134112358093,clp-melatonin-a-admsc,0.6945992708206177,statin-fenofibrate,0.8363080620765686
176,diclazepam,0.7694696187973022,desvenlafaxine,0.7477110028266907,loprazolam,0.7418661117553711,prozac/fluoxetine,0.7980669736862183,cia+quetiapine,0.8091088533401489,quetiapine-er,0.8171076774597168,2-oh-imipramine/imipramine,0.7864068150520325,metaclazepam,0.7636533975601196,-quetiapine,0.7949879765510559,zolpidem-mr,0.7846728563308716,midazolam/flumazenil,0.7764899730682373,ramelteon,0.6937493085861206,lovastatin,0.8358249664306641
177,trazodone/,0.769214928150177,d4-trazodone,0.7476939558982849,o-desalkylquetiapine,0.7417161464691162,tramadol,0.798049807548523,6.sertraline,0.8090678453445435,pre-clozapine/olanzapine,0.8170673847198486,terfenadine,0.7861526608467102,acetaminophen/diphenhydramine,0.763572096824646,esmirtazapine,0.7949600219726562,chlordesmethyldiazepam,0.784641444683075,r-oxazepam,0.7764808535575867,pineal-induced,0.6934608221054077,atorvastatin-modified,0.8352965116500854
178,gaboxadol,0.7686041593551636,lisdexamfetamine,0.74759840965271,non-benzodiazepine,0.7416123151779175,imipramines,0.7979499101638794,prozac/fluoxetine,0.808928370475769,clonazepam,0.816881000995636,nefazadone,0.7859079837799072,*mirtazapine,0.7635379433631897,flumezapine,0.7948751449584961,tetrazepam,0.7843602895736694,ketoconazole-midazolam,0.7760714292526245,2-hydroxymelatonin,0.6931210160255432,atrovastatin,0.8351069688796997
179,-buspirone,0.7682353258132935,micazolam,0.7475579977035522,n-desethyl-zaleplon,0.7413039803504944,proclorperazine,0.7978537082672119,metoprolol-paroxetine/fluoxetine,0.8088871240615845,o/n-trazodone,0.8168739080429077,sertralin,0.7858524322509766,-zolpidem,0.762802243232727,lamotrigin,0.7946923971176147,-brotizolam,0.7842620611190796,flutazolam,0.7760354280471802,melatonin-independent,0.6922264695167542,pitavastatin-np,0.834932804107666
180,-mirtazapine,0.7678378820419312,-asenapine,0.7473993897438049,flumazepil,0.7411263585090637,haloperidol/levomepromazine,0.7978366613388062,anti-desipramine,0.8087893724441528,doxepine,0.8168352842330933,desmethylnortriptyline,0.7857367992401123,ketazolam,0.7622226476669312,levetiracetam-,0.7942527532577515,bromazepan,0.783085823059082,bromazepan,0.7758097052574158,luzindol,0.6912941932678223,nisvastatin,0.83415687084198
